experiment_name,mode,branch,family,backbone,model_name,pretrained,loss,scheduler,label_smoothing,mixup_alpha,cutmix_alpha,feature_attention,class_weighting,expert_classes,epochs,batch_size,image_size,lr,weight_decay,min_lr,seed,train_size,valid_size,test_size,best_epoch_main,best_epoch_expert,valid_acc,valid_macro_f1,test_acc,test_macro_f1,test_weighted_f1,test_expert_invocations,test_expert_changed,test_expert_corrected,test_expert_hurt,elapsed_seconds
expert_tumor3_v3.3_pretrained_focal_ls_cosine_se,expert,expert_tumor3,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b0,efficientnet_b0,True,focal,cosine,0.1,0,0,se,none,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,224,0.0003,0.0001,0,42,465,59,261,17,,93.22%,0.9358,71.26%,0.7036,0.7263,,,,,113.6542
expert_tumor3_v3.3_pretrained_focal_ls_cosine_se_b1,expert,expert_tumor3,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b1,efficientnet_b1,True,focal,cosine,0.1,0,0,se,none,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,465,59,261,10,,91.53%,0.9094,81.99%,0.8322,0.8161,,,,,138.083
expert_tumor3_v3.3_pretrained_focal_ls_cosine_se_b2,expert,expert_tumor3,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b2,efficientnet_b2,True,focal,cosine,0.1,0,0,se,none,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,465,59,261,20,,93.22%,0.9302,73.18%,0.7275,0.7326,,,,,154.5642
expert_tumor3_v3.3_pretrained_focal_ls_cosine_se_b3,expert,expert_tumor3,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b3,efficientnet_b3,True,focal,cosine,0.1,0,0,se,none,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,465,59,261,11,,91.53%,0.9137,86.59%,0.8591,0.8660,,,,,171.9924
expert_tumor3_v3.3_pretrained_focal_ls_cosine_se_b4,expert,expert_tumor3,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b4,efficientnet_b4,True,focal,cosine,0.1,0,0,se,none,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,465,59,261,12,,86.44%,0.8647,86.21%,0.8633,0.8621,,,,,228.2649
expert_pair_ad_lc_v3.3_pretrained_focal_ls_cosine_se,expert,expert_pair_ad_lc,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b0,efficientnet_b0,True,focal,cosine,0.1,0,0,se,none,"adenocarcinoma,large.cell.carcinoma",25,16,224,0.0003,0.0001,0,42,310,44,171,5,,88.64%,0.8849,64.33%,0.6409,0.6527,,,,,107.501
expert_pair_ad_lc_v3.3_pretrained_focal_ls_cosine_se_b1,expert,expert_pair_ad_lc,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b1,efficientnet_b1,True,focal,cosine,0.1,0,0,se,none,"adenocarcinoma,large.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,310,44,171,10,,90.91%,0.9074,91.81%,0.9043,0.9190,,,,,115.2948
expert_pair_ad_lc_v3.3_pretrained_focal_ls_cosine_se_b2,expert,expert_pair_ad_lc,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b2,efficientnet_b2,True,focal,cosine,0.1,0,0,se,none,"adenocarcinoma,large.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,310,44,171,3,,86.36%,0.8634,46.20%,0.4521,0.4223,,,,,124.1887
expert_pair_ad_lc_v3.3_pretrained_focal_ls_cosine_se_b3,expert,expert_pair_ad_lc,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b3,efficientnet_b3,True,focal,cosine,0.1,0,0,se,none,"adenocarcinoma,large.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,310,44,171,12,,93.18%,0.9309,85.96%,0.8482,0.8650,,,,,136.1019
expert_pair_ad_lc_v3.3_pretrained_focal_ls_cosine_se_b4,expert,expert_pair_ad_lc,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b4,efficientnet_b4,True,focal,cosine,0.1,0,0,se,none,"adenocarcinoma,large.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,310,44,171,3,,86.36%,0.8611,88.30%,0.8533,0.8800,,,,,175.1785
expert_pair_ad_sq_v3.3_pretrained_focal_ls_cosine_se,expert,expert_pair_ad_sq,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b0,efficientnet_b0,True,focal,cosine,0.1,0,0,se,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,224,0.0003,0.0001,0,42,350,38,210,12,,100.00%,1.0000,74.76%,0.7469,0.7488,,,,,100.8665
expert_pair_ad_sq_v3.3_pretrained_focal_ls_cosine_se_b1,expert,expert_pair_ad_sq,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b1,efficientnet_b1,True,focal,cosine,0.1,0,0,se,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,350,38,210,16,,97.37%,0.9728,85.71%,0.8462,0.8521,,,,,117.1144
expert_pair_ad_sq_v3.3_pretrained_focal_ls_cosine_se_b2,expert,expert_pair_ad_sq,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b2,efficientnet_b2,True,focal,cosine,0.1,0,0,se,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,350,38,210,5,,97.37%,0.9728,85.24%,0.8471,0.8512,,,,,129.4191
expert_pair_ad_sq_v3.3_pretrained_focal_ls_cosine_se_b3,expert,expert_pair_ad_sq,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b3,efficientnet_b3,True,focal,cosine,0.1,0,0,se,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,350,38,210,4,,97.37%,0.9728,91.90%,0.9182,0.9194,,,,,145.9137
expert_pair_ad_sq_v3.3_pretrained_focal_ls_cosine_se_b4,expert,expert_pair_ad_sq,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b4,efficientnet_b4,True,focal,cosine,0.1,0,0,se,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,350,38,210,21,,100.00%,1.0000,90.48%,0.9041,0.9052,,,,,186.5471
expert_pair_lc_sq_v3.3_pretrained_focal_ls_cosine_se,expert,expert_pair_lc_sq,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b0,efficientnet_b0,True,focal,cosine,0.1,0,0,se,none,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,224,0.0003,0.0001,0,42,270,36,141,7,,86.11%,0.8610,92.20%,0.9118,0.9201,,,,,101.6257
expert_pair_lc_sq_v3.3_pretrained_focal_ls_cosine_se_b1,expert,expert_pair_lc_sq,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b1,efficientnet_b1,True,focal,cosine,0.1,0,0,se,none,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,270,36,141,17,,91.67%,0.9161,97.16%,0.9698,0.9718,,,,,99.7383
expert_pair_lc_sq_v3.3_pretrained_focal_ls_cosine_se_b2,expert,expert_pair_lc_sq,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b2,efficientnet_b2,True,focal,cosine,0.1,0,0,se,none,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,270,36,141,10,,94.44%,0.9437,97.87%,0.9767,0.9786,,,,,112.5023
expert_pair_lc_sq_v3.3_pretrained_focal_ls_cosine_se_b3,expert,expert_pair_lc_sq,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b3,efficientnet_b3,True,focal,cosine,0.1,0,0,se,none,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,270,36,141,3,,88.89%,0.8885,95.04%,0.9465,0.9505,,,,,125.3234
expert_pair_lc_sq_v3.3_pretrained_focal_ls_cosine_se_b4,expert,expert_pair_lc_sq,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b4,efficientnet_b4,True,focal,cosine,0.1,0,0,se,none,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,270,36,141,10,,86.11%,0.8601,94.33%,0.9374,0.9427,,,,,152.8665
cascade_v3.3_pretrained_focal_ls_cosine_se,cascade,cascade_tumor3,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b0,efficientnet_b0,,,,,,,se,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,224,,,,,613,72,315,11,17,94.44%,0.9492,78.73%,0.8012,0.7793,15,6,3,0,9.1668
cascade_v3.3_pretrained_focal_ls_cosine_se_b1,cascade,cascade_tumor3,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b1,efficientnet_b1,,,,,,,se,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,240,,,,,613,72,315,15,10,90.28%,0.9036,93.02%,0.9350,0.9302,22,9,4,3,11.9282
cascade_v3.3_pretrained_focal_ls_cosine_se_b2,cascade,cascade_tumor3,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b2,efficientnet_b2,,,,,,,se,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,256,,,,,613,72,315,10,20,91.67%,0.9227,84.13%,0.8516,0.8410,28,15,4,7,13.6054
cascade_v3.3_pretrained_focal_ls_cosine_se_b3,cascade,cascade_tumor3,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b3,efficientnet_b3,,,,,,,se,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,288,,,,,613,72,315,19,11,88.89%,0.8917,92.38%,0.9283,0.9240,10,6,3,2,14.6316
cascade_v3.3_pretrained_focal_ls_cosine_se_b4,cascade,cascade_tumor3,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b4,efficientnet_b4,,,,,,,se,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,320,,,,,613,72,315,10,12,84.72%,0.8545,89.21%,0.9015,0.8921,20,12,7,5,19.9461
cascade_pair_ad_lc_v3.3_pretrained_focal_ls_cosine_se,cascade,cascade_pair_ad_lc,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b0,efficientnet_b0,,,,,,,se,,"adenocarcinoma,large.cell.carcinoma",,,224,,,,,613,72,315,11,5,94.44%,0.9492,78.10%,0.7972,0.7718,3,1,1,0,8.7679
cascade_pair_ad_lc_v3.3_pretrained_focal_ls_cosine_se_b1,cascade,cascade_pair_ad_lc,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b1,efficientnet_b1,,,,,,,se,,"adenocarcinoma,large.cell.carcinoma",,,240,,,,,613,72,315,15,10,88.89%,0.8925,92.38%,0.9281,0.9240,4,3,1,2,11.8727
cascade_pair_ad_lc_v3.3_pretrained_focal_ls_cosine_se_b2,cascade,cascade_pair_ad_lc,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b2,efficientnet_b2,,,,,,,se,,"adenocarcinoma,large.cell.carcinoma",,,256,,,,,613,72,315,10,3,90.28%,0.9102,83.81%,0.8499,0.8375,10,4,0,4,13.0565
cascade_pair_ad_lc_v3.3_pretrained_focal_ls_cosine_se_b3,cascade,cascade_pair_ad_lc,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b3,efficientnet_b3,,,,,,,se,,"adenocarcinoma,large.cell.carcinoma",,,288,,,,,613,72,315,19,12,87.50%,0.8805,92.06%,0.9247,0.9210,0,0,0,0,14.2843
cascade_pair_ad_lc_v3.3_pretrained_focal_ls_cosine_se_b4,cascade,cascade_pair_ad_lc,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b4,efficientnet_b4,,,,,,,se,,"adenocarcinoma,large.cell.carcinoma",,,320,,,,,613,72,315,10,3,84.72%,0.8545,89.52%,0.9012,0.8953,7,3,3,0,19.5531
cascade_pair_ad_sq_v3.3_pretrained_focal_ls_cosine_se,cascade,cascade_pair_ad_sq,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b0,efficientnet_b0,,,,,,,se,,"adenocarcinoma,squamous.cell.carcinoma",,,224,,,,,613,72,315,11,12,93.06%,0.9372,76.83%,0.7857,0.7567,7,5,1,4,11.5262
cascade_pair_ad_sq_v3.3_pretrained_focal_ls_cosine_se_b1,cascade,cascade_pair_ad_sq,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b1,efficientnet_b1,,,,,,,se,,"adenocarcinoma,squamous.cell.carcinoma",,,240,,,,,613,72,315,15,16,88.89%,0.8925,93.65%,0.9390,0.9368,11,3,3,0,11.7006
cascade_pair_ad_sq_v3.3_pretrained_focal_ls_cosine_se_b2,cascade,cascade_pair_ad_sq,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b2,efficientnet_b2,,,,,,,se,,"adenocarcinoma,squamous.cell.carcinoma",,,256,,,,,613,72,315,10,5,88.89%,0.8977,86.67%,0.8749,0.8682,9,5,5,0,13.3059
cascade_pair_ad_sq_v3.3_pretrained_focal_ls_cosine_se_b3,cascade,cascade_pair_ad_sq,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b3,efficientnet_b3,,,,,,,se,,"adenocarcinoma,squamous.cell.carcinoma",,,288,,,,,613,72,315,19,4,87.50%,0.8805,92.70%,0.9295,0.9274,7,4,2,0,14.5386
cascade_pair_ad_sq_v3.3_pretrained_focal_ls_cosine_se_b4,cascade,cascade_pair_ad_sq,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b4,efficientnet_b4,,,,,,,se,,"adenocarcinoma,squamous.cell.carcinoma",,,320,,,,,613,72,315,10,21,84.72%,0.8545,88.25%,0.8887,0.8824,9,4,1,2,19.6718
cascade_pair_lc_sq_v3.3_pretrained_focal_ls_cosine_se,cascade,cascade_pair_lc_sq,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b0,efficientnet_b0,,,,,,,se,,"large.cell.carcinoma,squamous.cell.carcinoma",,,224,,,,,613,72,315,11,7,93.06%,0.9372,77.46%,0.7895,0.7653,5,2,0,1,11.3276
cascade_pair_lc_sq_v3.3_pretrained_focal_ls_cosine_se_b1,cascade,cascade_pair_lc_sq,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b1,efficientnet_b1,,,,,,,se,,"large.cell.carcinoma,squamous.cell.carcinoma",,,240,,,,,613,72,315,15,17,88.89%,0.8918,92.70%,0.9301,0.9274,7,2,0,0,11.1412
cascade_pair_lc_sq_v3.3_pretrained_focal_ls_cosine_se_b2,cascade,cascade_pair_lc_sq,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b2,efficientnet_b2,,,,,,,se,,"large.cell.carcinoma,squamous.cell.carcinoma",,,256,,,,,613,72,315,10,10,88.89%,0.8977,85.71%,0.8686,0.8553,9,4,2,0,13.0779
cascade_pair_lc_sq_v3.3_pretrained_focal_ls_cosine_se_b3,cascade,cascade_pair_lc_sq,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b3,efficientnet_b3,,,,,,,se,,"large.cell.carcinoma,squamous.cell.carcinoma",,,288,,,,,613,72,315,19,3,87.50%,0.8805,91.75%,0.9211,0.9180,3,1,0,1,14.598
cascade_pair_lc_sq_v3.3_pretrained_focal_ls_cosine_se_b4,cascade,cascade_pair_lc_sq,v3.3_pretrained_focal_ls_cosine_se,efficientnet_b4,efficientnet_b4,,,,,,,se,,"large.cell.carcinoma,squamous.cell.carcinoma",,,320,,,,,613,72,315,10,10,84.72%,0.8545,88.57%,0.8915,0.8859,4,2,1,1,17.1422
v3.4_pretrained_focal_ls_cosine_cbam,single,single,v3.4_pretrained_focal_ls_cosine_cbam,efficientnet_b0,efficientnet_b0,True,focal,cosine,0.1,0,0,cbam,none,,25,16,224,0.0003,0.0001,0,42,613,72,315,17,,93.06%,0.9392,86.35%,0.8646,0.8647,,,,,195.0727
v3.4_pretrained_focal_ls_cosine_cbam_b1,single,single,v3.4_pretrained_focal_ls_cosine_cbam,efficientnet_b1,efficientnet_b1,True,focal,cosine,0.1,0,0,cbam,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,613,72,315,9,,93.06%,0.9334,89.21%,0.9008,0.8932,,,,,169.5958
v3.4_pretrained_focal_ls_cosine_cbam_b2,single,single,v3.4_pretrained_focal_ls_cosine_cbam,efficientnet_b2,efficientnet_b2,True,focal,cosine,0.1,0,0,cbam,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,613,72,315,4,,87.50%,0.8820,73.33%,0.7725,0.7155,,,,,202.6636
v3.4_pretrained_focal_ls_cosine_cbam_b3,single,single,v3.4_pretrained_focal_ls_cosine_cbam,efficientnet_b3,efficientnet_b3,True,focal,cosine,0.1,0,0,cbam,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,613,72,315,10,,87.50%,0.8849,91.11%,0.9174,0.9111,,,,,228.2964
v3.4_pretrained_focal_ls_cosine_cbam_b4,single,single,v3.4_pretrained_focal_ls_cosine_cbam,efficientnet_b4,efficientnet_b4,True,focal,cosine,0.1,0,0,cbam,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,613,72,315,11,,88.89%,0.8955,90.16%,0.9051,0.9019,,,,,278.3945
expert_tumor3_v3.4_pretrained_focal_ls_cosine_cbam,expert,expert_tumor3,v3.4_pretrained_focal_ls_cosine_cbam,efficientnet_b0,efficientnet_b0,True,focal,cosine,0.1,0,0,cbam,none,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,224,0.0003,0.0001,0,42,465,59,261,12,,89.83%,0.9010,78.54%,0.7778,0.7862,,,,,115.4839
expert_tumor3_v3.4_pretrained_focal_ls_cosine_cbam_b1,expert,expert_tumor3,v3.4_pretrained_focal_ls_cosine_cbam,efficientnet_b1,efficientnet_b1,True,focal,cosine,0.1,0,0,cbam,none,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,465,59,261,13,,89.83%,0.8913,70.11%,0.7159,0.6835,,,,,129.7769
expert_tumor3_v3.4_pretrained_focal_ls_cosine_cbam_b2,expert,expert_tumor3,v3.4_pretrained_focal_ls_cosine_cbam,efficientnet_b2,efficientnet_b2,True,focal,cosine,0.1,0,0,cbam,none,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,465,59,261,10,,86.44%,0.8630,83.14%,0.8388,0.8266,,,,,156.4592
expert_tumor3_v3.4_pretrained_focal_ls_cosine_cbam_b3,expert,expert_tumor3,v3.4_pretrained_focal_ls_cosine_cbam,efficientnet_b3,efficientnet_b3,True,focal,cosine,0.1,0,0,cbam,none,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,465,59,261,18,,88.14%,0.8893,91.57%,0.9104,0.9163,,,,,174.883
expert_tumor3_v3.4_pretrained_focal_ls_cosine_cbam_b4,expert,expert_tumor3,v3.4_pretrained_focal_ls_cosine_cbam,efficientnet_b4,efficientnet_b4,True,focal,cosine,0.1,0,0,cbam,none,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,465,59,261,10,,88.14%,0.8789,86.97%,0.8725,0.8683,,,,,214.8209
expert_pair_ad_lc_v3.4_pretrained_focal_ls_cosine_cbam,expert,expert_pair_ad_lc,v3.4_pretrained_focal_ls_cosine_cbam,efficientnet_b0,efficientnet_b0,True,focal,cosine,0.1,0,0,cbam,none,"adenocarcinoma,large.cell.carcinoma",25,16,224,0.0003,0.0001,0,42,310,44,171,13,,84.09%,0.8368,61.40%,0.6118,0.6237,,,,,111.7826
expert_pair_ad_lc_v3.4_pretrained_focal_ls_cosine_cbam_b1,expert,expert_pair_ad_lc,v3.4_pretrained_focal_ls_cosine_cbam,efficientnet_b1,efficientnet_b1,True,focal,cosine,0.1,0,0,cbam,none,"adenocarcinoma,large.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,310,44,171,10,,81.82%,0.8083,92.98%,0.9171,0.9302,,,,,104.4397
expert_pair_ad_lc_v3.4_pretrained_focal_ls_cosine_cbam_b2,expert,expert_pair_ad_lc,v3.4_pretrained_focal_ls_cosine_cbam,efficientnet_b2,efficientnet_b2,True,focal,cosine,0.1,0,0,cbam,none,"adenocarcinoma,large.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,310,44,171,7,,86.36%,0.8590,90.64%,0.8928,0.9082,,,,,125.6687
expert_pair_ad_lc_v3.4_pretrained_focal_ls_cosine_cbam_b3,expert,expert_pair_ad_lc,v3.4_pretrained_focal_ls_cosine_cbam,efficientnet_b3,efficientnet_b3,True,focal,cosine,0.1,0,0,cbam,none,"adenocarcinoma,large.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,310,44,171,14,,90.91%,0.9074,94.74%,0.9375,0.9475,,,,,137.4955
expert_pair_ad_lc_v3.4_pretrained_focal_ls_cosine_cbam_b4,expert,expert_pair_ad_lc,v3.4_pretrained_focal_ls_cosine_cbam,efficientnet_b4,efficientnet_b4,True,focal,cosine,0.1,0,0,cbam,none,"adenocarcinoma,large.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,310,44,171,6,,79.55%,0.7818,91.23%,0.8921,0.9109,,,,,171.8561
expert_pair_ad_sq_v3.4_pretrained_focal_ls_cosine_cbam,expert,expert_pair_ad_sq,v3.4_pretrained_focal_ls_cosine_cbam,efficientnet_b0,efficientnet_b0,True,focal,cosine,0.1,0,0,cbam,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,224,0.0003,0.0001,0,42,350,38,210,5,,97.37%,0.9728,51.90%,0.4570,0.4307,,,,,117
expert_pair_ad_sq_v3.4_pretrained_focal_ls_cosine_cbam_b1,expert,expert_pair_ad_sq,v3.4_pretrained_focal_ls_cosine_cbam,efficientnet_b1,efficientnet_b1,True,focal,cosine,0.1,0,0,cbam,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,350,38,210,16,,100.00%,1.0000,88.10%,0.8757,0.8794,,,,,108.9102
expert_pair_ad_sq_v3.4_pretrained_focal_ls_cosine_cbam_b2,expert,expert_pair_ad_sq,v3.4_pretrained_focal_ls_cosine_cbam,efficientnet_b2,efficientnet_b2,True,focal,cosine,0.1,0,0,cbam,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,350,38,210,4,,97.37%,0.9728,84.29%,0.8360,0.8408,,,,,132.0088
expert_pair_ad_sq_v3.4_pretrained_focal_ls_cosine_cbam_b3,expert,expert_pair_ad_sq,v3.4_pretrained_focal_ls_cosine_cbam,efficientnet_b3,efficientnet_b3,True,focal,cosine,0.1,0,0,cbam,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,350,38,210,7,,97.37%,0.9728,88.57%,0.8855,0.8862,,,,,145.7099
expert_pair_ad_sq_v3.4_pretrained_focal_ls_cosine_cbam_b4,expert,expert_pair_ad_sq,v3.4_pretrained_focal_ls_cosine_cbam,efficientnet_b4,efficientnet_b4,True,focal,cosine,0.1,0,0,cbam,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,350,38,210,8,,97.37%,0.9728,89.52%,0.8941,0.8957,,,,,162.178
expert_pair_lc_sq_v3.4_pretrained_focal_ls_cosine_cbam,expert,expert_pair_lc_sq,v3.4_pretrained_focal_ls_cosine_cbam,efficientnet_b0,efficientnet_b0,True,focal,cosine,0.1,0,0,cbam,none,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,224,0.0003,0.0001,0,42,270,36,141,16,,94.44%,0.9437,92.91%,0.9210,0.9280,,,,,101.8894
expert_pair_lc_sq_v3.4_pretrained_focal_ls_cosine_cbam_b1,expert,expert_pair_lc_sq,v3.4_pretrained_focal_ls_cosine_cbam,efficientnet_b1,efficientnet_b1,True,focal,cosine,0.1,0,0,cbam,none,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,270,36,141,19,,88.89%,0.8885,95.04%,0.9469,0.9506,,,,,94.8449
expert_pair_lc_sq_v3.4_pretrained_focal_ls_cosine_cbam_b2,expert,expert_pair_lc_sq,v3.4_pretrained_focal_ls_cosine_cbam,efficientnet_b2,efficientnet_b2,True,focal,cosine,0.1,0,0,cbam,none,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,270,36,141,12,,94.44%,0.9437,96.45%,0.9621,0.9647,,,,,115.1022
expert_pair_lc_sq_v3.4_pretrained_focal_ls_cosine_cbam_b3,expert,expert_pair_lc_sq,v3.4_pretrained_focal_ls_cosine_cbam,efficientnet_b3,efficientnet_b3,True,focal,cosine,0.1,0,0,cbam,none,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,270,36,141,11,,88.89%,0.8875,92.20%,0.9136,0.9210,,,,,127.1446
expert_pair_lc_sq_v3.4_pretrained_focal_ls_cosine_cbam_b4,expert,expert_pair_lc_sq,v3.4_pretrained_focal_ls_cosine_cbam,efficientnet_b4,efficientnet_b4,True,focal,cosine,0.1,0,0,cbam,none,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,270,36,141,8,,88.89%,0.8885,95.04%,0.9460,0.9502,,,,,137.3289
cascade_v3.4_pretrained_focal_ls_cosine_cbam,cascade,cascade_tumor3,v3.4_pretrained_focal_ls_cosine_cbam,efficientnet_b0,efficientnet_b0,,,,,,,cbam,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,224,,,,,613,72,315,17,12,93.06%,0.9392,87.62%,0.8773,0.8781,17,8,5,1,9.2783
cascade_v3.4_pretrained_focal_ls_cosine_cbam_b1,cascade,cascade_tumor3,v3.4_pretrained_focal_ls_cosine_cbam,efficientnet_b1,efficientnet_b1,,,,,,,cbam,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,240,,,,,613,72,315,9,13,93.06%,0.9334,89.84%,0.9077,0.8985,27,17,8,6,11.7702
cascade_v3.4_pretrained_focal_ls_cosine_cbam_b2,cascade,cascade_tumor3,v3.4_pretrained_focal_ls_cosine_cbam,efficientnet_b2,efficientnet_b2,,,,,,,cbam,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,256,,,,,613,72,315,4,10,87.50%,0.8831,75.24%,0.7908,0.7371,20,8,7,1,13.7917
cascade_v3.4_pretrained_focal_ls_cosine_cbam_b3,cascade,cascade_tumor3,v3.4_pretrained_focal_ls_cosine_cbam,efficientnet_b3,efficientnet_b3,,,,,,,cbam,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,288,,,,,613,72,315,10,18,87.50%,0.8849,92.06%,0.9265,0.9207,12,5,4,1,14.9974
cascade_v3.4_pretrained_focal_ls_cosine_cbam_b4,cascade,cascade_tumor3,v3.4_pretrained_focal_ls_cosine_cbam,efficientnet_b4,efficientnet_b4,,,,,,,cbam,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,320,,,,,613,72,315,11,10,88.89%,0.8955,90.79%,0.9150,0.9078,16,8,4,2,17.5343
cascade_pair_ad_lc_v3.4_pretrained_focal_ls_cosine_cbam,cascade,cascade_pair_ad_lc,v3.4_pretrained_focal_ls_cosine_cbam,efficientnet_b0,efficientnet_b0,,,,,,,cbam,,"adenocarcinoma,large.cell.carcinoma",,,224,,,,,613,72,315,17,13,93.06%,0.9392,86.35%,0.8640,0.8657,8,4,1,1,11.6421
