experiment_name,mode,branch,family,backbone,model_name,pretrained,loss,scheduler,label_smoothing,mixup_alpha,cutmix_alpha,feature_attention,class_weighting,expert_classes,epochs,batch_size,image_size,lr,weight_decay,min_lr,seed,train_size,valid_size,test_size,best_epoch_main,best_epoch_expert,valid_acc,valid_macro_f1,test_acc,test_macro_f1,test_weighted_f1,test_expert_invocations,test_expert_changed,test_expert_corrected,test_expert_hurt,elapsed_seconds
expert_pair_ad_sq_v2.3_pretrained_ce_ls_cosine,expert,expert_pair_ad_sq,v2.3_pretrained_ce_ls_cosine,efficientnet_b0,efficientnet_b0,True,cross_entropy,cosine,0.1,0,0,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,224,0.0003,0.0001,0,42,350,38,210,8,,92.11%,0.9183,66.19%,0.6619,0.6621,,,,,85.3522
expert_pair_ad_sq_v2.3_pretrained_ce_ls_cosine_b1,expert,expert_pair_ad_sq,v2.3_pretrained_ce_ls_cosine,efficientnet_b1,efficientnet_b1,True,cross_entropy,cosine,0.1,0,0,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,350,38,210,11,,100.00%,1.0000,86.67%,0.8622,0.8657,,,,,135.9204
expert_pair_ad_sq_v2.3_pretrained_ce_ls_cosine_b2,expert,expert_pair_ad_sq,v2.3_pretrained_ce_ls_cosine,efficientnet_b2,efficientnet_b2,True,cross_entropy,cosine,0.1,0,0,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,350,38,210,5,,100.00%,1.0000,88.10%,0.8805,0.8816,,,,,124.828
expert_pair_ad_sq_v2.3_pretrained_ce_ls_cosine_b3,expert,expert_pair_ad_sq,v2.3_pretrained_ce_ls_cosine,efficientnet_b3,efficientnet_b3,True,cross_entropy,cosine,0.1,0,0,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,350,38,210,10,,97.37%,0.9728,87.62%,0.8759,0.8768,,,,,143.0812
expert_pair_ad_sq_v2.3_pretrained_ce_ls_cosine_b4,expert,expert_pair_ad_sq,v2.3_pretrained_ce_ls_cosine,efficientnet_b4,efficientnet_b4,True,cross_entropy,cosine,0.1,0,0,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,350,38,210,6,,100.00%,1.0000,89.52%,0.8939,0.8956,,,,,190.9887
expert_pair_lc_sq_v2.3_pretrained_ce_ls_cosine,expert,expert_pair_lc_sq,v2.3_pretrained_ce_ls_cosine,efficientnet_b0,efficientnet_b0,True,cross_entropy,cosine,0.1,0,0,none,none,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,224,0.0003,0.0001,0,42,270,36,141,8,,88.89%,0.8857,74.47%,0.7425,0.7491,,,,,75.5485
expert_pair_lc_sq_v2.3_pretrained_ce_ls_cosine_b1,expert,expert_pair_lc_sq,v2.3_pretrained_ce_ls_cosine,efficientnet_b1,efficientnet_b1,True,cross_entropy,cosine,0.1,0,0,none,none,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,270,36,141,8,,88.89%,0.8885,84.40%,0.8417,0.8470,,,,,118.5006
expert_pair_lc_sq_v2.3_pretrained_ce_ls_cosine_b2,expert,expert_pair_lc_sq,v2.3_pretrained_ce_ls_cosine,efficientnet_b2,efficientnet_b2,True,cross_entropy,cosine,0.1,0,0,none,none,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,270,36,141,13,,91.67%,0.9161,99.29%,0.9924,0.9929,,,,,109.0296
expert_pair_lc_sq_v2.3_pretrained_ce_ls_cosine_b3,expert,expert_pair_lc_sq,v2.3_pretrained_ce_ls_cosine,efficientnet_b3,efficientnet_b3,True,cross_entropy,cosine,0.1,0,0,none,none,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,270,36,141,17,,94.44%,0.9437,97.87%,0.9771,0.9788,,,,,123.1877
expert_pair_lc_sq_v2.3_pretrained_ce_ls_cosine_b4,expert,expert_pair_lc_sq,v2.3_pretrained_ce_ls_cosine,efficientnet_b4,efficientnet_b4,True,cross_entropy,cosine,0.1,0,0,none,none,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,270,36,141,8,,83.33%,0.8333,94.33%,0.9368,0.9424,,,,,159.9684
cascade_v2.3_pretrained_ce_ls_cosine,cascade,cascade_tumor3,v2.3_pretrained_ce_ls_cosine,efficientnet_b0,efficientnet_b0,,,,,,,None,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,224,,,,,613,72,315,23,14,87.50%,0.8836,77.14%,0.7870,0.7642,39,24,8,9,9.4655
cascade_v2.3_pretrained_ce_ls_cosine_b1,cascade,cascade_tumor3,v2.3_pretrained_ce_ls_cosine,efficientnet_b1,efficientnet_b1,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,240,,,,,613,72,315,18,15,91.67%,0.9227,89.84%,0.8992,0.9014,15,10,5,3,13.9541
cascade_v2.3_pretrained_ce_ls_cosine_b2,cascade,cascade_tumor3,v2.3_pretrained_ce_ls_cosine,efficientnet_b2,efficientnet_b2,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,256,,,,,613,72,315,14,10,91.67%,0.9225,91.43%,0.9193,0.9143,11,8,3,3,13.3639
cascade_v2.3_pretrained_ce_ls_cosine_b3,cascade,cascade_tumor3,v2.3_pretrained_ce_ls_cosine,efficientnet_b3,efficientnet_b3,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,288,,,,,613,72,315,21,20,93.06%,0.9305,89.84%,0.9060,0.8987,11,5,2,2,14.7849
cascade_v2.3_pretrained_ce_ls_cosine_b4,cascade,cascade_tumor3,v2.3_pretrained_ce_ls_cosine,efficientnet_b4,efficientnet_b4,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,320,,,,,613,72,315,12,25,86.11%,0.8635,91.43%,0.9187,0.9147,17,9,5,3,19.9883
cascade_pair_ad_lc_v2.3_pretrained_ce_ls_cosine,cascade,cascade_pair_ad_lc,v2.3_pretrained_ce_ls_cosine,efficientnet_b0,efficientnet_b0,,,,,,,None,,"adenocarcinoma,large.cell.carcinoma",,,224,,,,,613,72,315,23,9,90.28%,0.9072,78.10%,0.7953,0.7780,10,5,3,1,8.4587
cascade_pair_ad_lc_v2.3_pretrained_ce_ls_cosine_b1,cascade,cascade_pair_ad_lc,v2.3_pretrained_ce_ls_cosine,efficientnet_b1,efficientnet_b1,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma",,,240,,,,,613,72,315,18,9,91.67%,0.9227,89.21%,0.8948,0.8945,4,2,1,1,14.0385
cascade_pair_ad_lc_v2.3_pretrained_ce_ls_cosine_b2,cascade,cascade_pair_ad_lc,v2.3_pretrained_ce_ls_cosine,efficientnet_b2,efficientnet_b2,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma",,,256,,,,,613,72,315,14,10,91.67%,0.9225,91.11%,0.9190,0.9104,2,1,0,1,12.9215
cascade_pair_ad_lc_v2.3_pretrained_ce_ls_cosine_b3,cascade,cascade_pair_ad_lc,v2.3_pretrained_ce_ls_cosine,efficientnet_b3,efficientnet_b3,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma",,,288,,,,,613,72,315,21,2,91.67%,0.9182,89.84%,0.9057,0.8985,3,2,1,1,14.7295
cascade_pair_ad_lc_v2.3_pretrained_ce_ls_cosine_b4,cascade,cascade_pair_ad_lc,v2.3_pretrained_ce_ls_cosine,efficientnet_b4,efficientnet_b4,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma",,,320,,,,,613,72,315,12,14,86.11%,0.8635,90.79%,0.9151,0.9082,3,0,0,0,20.4072
cascade_pair_ad_sq_v2.3_pretrained_ce_ls_cosine,cascade,cascade_pair_ad_sq,v2.3_pretrained_ce_ls_cosine,efficientnet_b0,efficientnet_b0,,,,,,,None,,"adenocarcinoma,squamous.cell.carcinoma",,,224,,,,,613,72,315,23,8,90.28%,0.9072,77.14%,0.7868,0.7669,21,11,5,6,9.0352
cascade_pair_ad_sq_v2.3_pretrained_ce_ls_cosine_b1,cascade,cascade_pair_ad_sq,v2.3_pretrained_ce_ls_cosine,efficientnet_b1,efficientnet_b1,,,,,,,none,,"adenocarcinoma,squamous.cell.carcinoma",,,240,,,,,613,72,315,18,11,91.67%,0.9227,89.21%,0.8949,0.8949,7,4,2,2,14.0367
cascade_pair_ad_sq_v2.3_pretrained_ce_ls_cosine_b2,cascade,cascade_pair_ad_sq,v2.3_pretrained_ce_ls_cosine,efficientnet_b2,efficientnet_b2,,,,,,,none,,"adenocarcinoma,squamous.cell.carcinoma",,,256,,,,,613,72,315,14,5,91.67%,0.9225,92.38%,0.9297,0.9234,7,3,3,0,12.907
cascade_pair_ad_sq_v2.3_pretrained_ce_ls_cosine_b3,cascade,cascade_pair_ad_sq,v2.3_pretrained_ce_ls_cosine,efficientnet_b3,efficientnet_b3,,,,,,,none,,"adenocarcinoma,squamous.cell.carcinoma",,,288,,,,,613,72,315,21,10,91.67%,0.9182,89.84%,0.9056,0.8984,5,1,0,0,14.4583
cascade_pair_ad_sq_v2.3_pretrained_ce_ls_cosine_b4,cascade,cascade_pair_ad_sq,v2.3_pretrained_ce_ls_cosine,efficientnet_b4,efficientnet_b4,,,,,,,none,,"adenocarcinoma,squamous.cell.carcinoma",,,320,,,,,613,72,315,12,6,86.11%,0.8635,91.43%,0.9200,0.9144,11,7,4,2,19.7813
cascade_pair_lc_sq_v2.3_pretrained_ce_ls_cosine,cascade,cascade_pair_lc_sq,v2.3_pretrained_ce_ls_cosine,efficientnet_b0,efficientnet_b0,,,,,,,None,,"large.cell.carcinoma,squamous.cell.carcinoma",,,224,,,,,613,72,315,23,8,90.28%,0.9072,78.10%,0.7969,0.7760,8,3,2,0,8.4186
cascade_pair_lc_sq_v2.3_pretrained_ce_ls_cosine_b1,cascade,cascade_pair_lc_sq,v2.3_pretrained_ce_ls_cosine,efficientnet_b1,efficientnet_b1,,,,,,,none,,"large.cell.carcinoma,squamous.cell.carcinoma",,,240,,,,,613,72,315,18,8,91.67%,0.9227,89.21%,0.8944,0.8950,4,3,1,1,14.2128
cascade_pair_lc_sq_v2.3_pretrained_ce_ls_cosine_b2,cascade,cascade_pair_lc_sq,v2.3_pretrained_ce_ls_cosine,efficientnet_b2,efficientnet_b2,,,,,,,none,,"large.cell.carcinoma,squamous.cell.carcinoma",,,256,,,,,613,72,315,14,13,91.67%,0.9225,91.43%,0.9215,0.9136,2,1,0,0,12.8074
cascade_pair_lc_sq_v2.3_pretrained_ce_ls_cosine_b3,cascade,cascade_pair_lc_sq,v2.3_pretrained_ce_ls_cosine,efficientnet_b3,efficientnet_b3,,,,,,,none,,"large.cell.carcinoma,squamous.cell.carcinoma",,,288,,,,,613,72,315,21,17,91.67%,0.9182,90.16%,0.9088,0.9015,3,1,1,0,14.3033
cascade_pair_lc_sq_v2.3_pretrained_ce_ls_cosine_b4,cascade,cascade_pair_lc_sq,v2.3_pretrained_ce_ls_cosine,efficientnet_b4,efficientnet_b4,,,,,,,none,,"large.cell.carcinoma,squamous.cell.carcinoma",,,320,,,,,613,72,315,12,8,86.11%,0.8635,90.48%,0.9124,0.9053,3,2,0,1,19.3117
v2.4_pretrained_ce_ls_cosine_weightedce,single,single,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b0,efficientnet_b0,True,,cosine,0.1,,,,balanced,,25,16,224,0.0003,0.0001,0,42,613,72,315,17,,87.50%,0.8809,73.33%,0.7547,0.7476,,,,,138.6452
v2.4_pretrained_ce_ls_cosine_weightedce_b1,single,single,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b1,efficientnet_b1,True,cross_entropy,cosine,0.1,0,0,none,balanced,"adenocarcinoma,squamous.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,613,72,315,21,,91.67%,0.9227,91.43%,0.9213,0.9138,,,,,209.9691
v2.4_pretrained_ce_ls_cosine_weightedce_b2,single,single,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b2,efficientnet_b2,True,cross_entropy,cosine,0.1,0,0,none,balanced,"adenocarcinoma,squamous.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,613,72,315,14,,93.06%,0.9350,84.13%,0.8533,0.8369,,,,,194.2569
v2.4_pretrained_ce_ls_cosine_weightedce_b3,single,single,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b3,efficientnet_b3,True,cross_entropy,cosine,0.1,0,0,none,balanced,"adenocarcinoma,squamous.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,613,72,315,18,,90.28%,0.9116,93.65%,0.9356,0.9362,,,,,220.7795
v2.4_pretrained_ce_ls_cosine_weightedce_b4,single,single,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b4,efficientnet_b4,True,cross_entropy,cosine,0.1,0,0,none,balanced,"adenocarcinoma,squamous.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,613,72,315,4,,86.11%,0.8736,85.40%,0.8669,0.8529,,,,,296.2894
expert_tumor3_v2.4_pretrained_ce_ls_cosine_weightedce,expert,expert_tumor3,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b0,efficientnet_b0,True,cross_entropy,cosine,0.1,0,0,none,balanced,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,224,0.0003,0.0001,0,42,465,59,261,19,,81.36%,0.8150,61.69%,0.6134,0.6273,,,,,112.2724
expert_tumor3_v2.4_pretrained_ce_ls_cosine_weightedce_b1,expert,expert_tumor3,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b1,efficientnet_b1,True,cross_entropy,cosine,0.1,0,0,none,balanced,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,465,59,261,16,,91.53%,0.9112,82.76%,0.8175,0.8349,,,,,162.8601
expert_tumor3_v2.4_pretrained_ce_ls_cosine_weightedce_b2,expert,expert_tumor3,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b2,efficientnet_b2,True,cross_entropy,cosine,0.1,0,0,none,balanced,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,465,59,261,5,,89.83%,0.8991,70.50%,0.7040,0.7162,,,,,150.6559
expert_tumor3_v2.4_pretrained_ce_ls_cosine_weightedce_b3,expert,expert_tumor3,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b3,efficientnet_b3,True,cross_entropy,cosine,0.1,0,0,none,balanced,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,465,59,261,13,,93.22%,0.9302,90.42%,0.8942,0.9059,,,,,169.031
expert_tumor3_v2.4_pretrained_ce_ls_cosine_weightedce_b4,expert,expert_tumor3,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b4,efficientnet_b4,True,cross_entropy,cosine,0.1,0,0,none,balanced,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,465,59,261,9,,89.83%,0.8969,87.36%,0.8648,0.8740,,,,,227.0659
expert_pair_ad_lc_v2.4_pretrained_ce_ls_cosine_weightedce,expert,expert_pair_ad_lc,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b0,efficientnet_b0,True,cross_entropy,cosine,0.1,0,0,none,balanced,"adenocarcinoma,large.cell.carcinoma",25,16,224,0.0003,0.0001,0,42,310,44,171,12,,97.73%,0.9772,66.67%,0.6611,0.6787,,,,,86.7917
expert_pair_ad_lc_v2.4_pretrained_ce_ls_cosine_weightedce_b1,expert,expert_pair_ad_lc,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b1,efficientnet_b1,True,cross_entropy,cosine,0.1,0,0,none,balanced,"adenocarcinoma,large.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,310,44,171,15,,90.91%,0.9074,77.78%,0.7669,0.7872,,,,,129.6502
expert_pair_ad_lc_v2.4_pretrained_ce_ls_cosine_weightedce_b2,expert,expert_pair_ad_lc,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b2,efficientnet_b2,True,cross_entropy,cosine,0.1,0,0,none,balanced,"adenocarcinoma,large.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,310,44,171,5,,90.91%,0.9074,57.89%,0.5789,0.5779,,,,,120.9851
expert_pair_ad_lc_v2.4_pretrained_ce_ls_cosine_weightedce_b3,expert,expert_pair_ad_lc,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b3,efficientnet_b3,True,cross_entropy,cosine,0.1,0,0,none,balanced,"adenocarcinoma,large.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,310,44,171,11,,88.64%,0.8834,93.57%,0.9218,0.9351,,,,,132.0192
expert_pair_ad_lc_v2.4_pretrained_ce_ls_cosine_weightedce_b4,expert,expert_pair_ad_lc,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b4,efficientnet_b4,True,cross_entropy,cosine,0.1,0,0,none,balanced,"adenocarcinoma,large.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,310,44,171,5,,86.36%,0.8590,87.72%,0.8557,0.8782,,,,,174.1401
expert_pair_ad_sq_v2.4_pretrained_ce_ls_cosine_weightedce,expert,expert_pair_ad_sq,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b0,efficientnet_b0,True,cross_entropy,cosine,0.1,0,0,none,balanced,"adenocarcinoma,squamous.cell.carcinoma",25,16,224,0.0003,0.0001,0,42,350,38,210,10,,94.74%,0.9449,77.62%,0.7761,0.7766,,,,,87.2775
expert_pair_ad_sq_v2.4_pretrained_ce_ls_cosine_weightedce_b1,expert,expert_pair_ad_sq,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b1,efficientnet_b1,True,cross_entropy,cosine,0.1,0,0,none,balanced,"adenocarcinoma,squamous.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,350,38,210,11,,97.37%,0.9721,90.95%,0.9075,0.9095,,,,,130.2394
expert_pair_ad_sq_v2.4_pretrained_ce_ls_cosine_weightedce_b2,expert,expert_pair_ad_sq,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b2,efficientnet_b2,True,cross_entropy,cosine,0.1,0,0,none,balanced,"adenocarcinoma,squamous.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,350,38,210,5,,100.00%,1.0000,83.81%,0.8381,0.8381,,,,,127.3454
expert_pair_ad_sq_v2.4_pretrained_ce_ls_cosine_weightedce_b3,expert,expert_pair_ad_sq,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b3,efficientnet_b3,True,cross_entropy,cosine,0.1,0,0,none,balanced,"adenocarcinoma,squamous.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,350,38,210,17,,97.37%,0.9728,93.33%,0.9326,0.9336,,,,,142.9579
expert_pair_ad_sq_v2.4_pretrained_ce_ls_cosine_weightedce_b4,expert,expert_pair_ad_sq,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b4,efficientnet_b4,True,cross_entropy,cosine,0.1,0,0,none,balanced,"adenocarcinoma,squamous.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,350,38,210,6,,100.00%,1.0000,86.67%,0.8626,0.8660,,,,,186.1616
expert_pair_lc_sq_v2.4_pretrained_ce_ls_cosine_weightedce,expert,expert_pair_lc_sq,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b0,efficientnet_b0,True,cross_entropy,cosine,0.1,0,0,none,balanced,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,224,0.0003,0.0001,0,42,270,36,141,12,,91.67%,0.9134,79.43%,0.7698,0.7906,,,,,75.0791
expert_pair_lc_sq_v2.4_pretrained_ce_ls_cosine_weightedce_b1,expert,expert_pair_lc_sq,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b1,efficientnet_b1,True,cross_entropy,cosine,0.1,0,0,none,balanced,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,270,36,141,4,,94.44%,0.9429,85.82%,0.8549,0.8609,,,,,91.2049
expert_pair_lc_sq_v2.4_pretrained_ce_ls_cosine_weightedce_b2,expert,expert_pair_lc_sq,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b2,efficientnet_b2,True,cross_entropy,cosine,0.1,0,0,none,balanced,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,270,36,141,13,,91.67%,0.9161,85.11%,0.8486,0.8539,,,,,110.1956
expert_pair_lc_sq_v2.4_pretrained_ce_ls_cosine_weightedce_b3,expert,expert_pair_lc_sq,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b3,efficientnet_b3,True,cross_entropy,cosine,0.1,0,0,none,balanced,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,270,36,141,7,,91.67%,0.9150,95.74%,0.9543,0.9576,,,,,122.2716
expert_pair_lc_sq_v2.4_pretrained_ce_ls_cosine_weightedce_b4,expert,expert_pair_lc_sq,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b4,efficientnet_b4,True,cross_entropy,cosine,0.1,0,0,none,balanced,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,270,36,141,8,,88.89%,0.8885,94.33%,0.9362,0.9421,,,,,155.3033
cascade_v2.4_pretrained_ce_ls_cosine_weightedce,cascade,cascade_tumor3,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b0,efficientnet_b0,,,,,,,None,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,224,,,,,613,72,315,17,19,84.72%,0.8578,74.60%,0.7644,0.7588,40,21,11,7,9.5598
cascade_v2.4_pretrained_ce_ls_cosine_weightedce_b1,cascade,cascade_tumor3,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b1,efficientnet_b1,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,240,,,,,613,72,315,21,16,91.67%,0.9227,91.11%,0.9179,0.9106,10,3,1,2,14.2629
cascade_v2.4_pretrained_ce_ls_cosine_weightedce_b2,cascade,cascade_tumor3,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b2,efficientnet_b2,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,256,,,,,613,72,315,14,5,91.67%,0.9225,84.13%,0.8517,0.8379,29,16,6,6,13.4463
cascade_v2.4_pretrained_ce_ls_cosine_weightedce_b3,cascade,cascade_tumor3,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b3,efficientnet_b3,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,288,,,,,613,72,315,18,13,90.28%,0.9116,93.02%,0.9303,0.9305,11,8,3,5,14.2131
cascade_v2.4_pretrained_ce_ls_cosine_weightedce_b4,cascade,cascade_tumor3,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b4,efficientnet_b4,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,320,,,,,613,72,315,4,9,87.50%,0.8845,88.89%,0.8970,0.8888,34,19,13,2,20.8183
cascade_pair_ad_lc_v2.4_pretrained_ce_ls_cosine_weightedce,cascade,cascade_pair_ad_lc,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b0,efficientnet_b0,,,,,,,None,,"adenocarcinoma,large.cell.carcinoma",,,224,,,,,613,72,315,17,12,87.50%,0.8809,74.29%,0.7630,0.7575,14,6,4,1,8.6853
cascade_pair_ad_lc_v2.4_pretrained_ce_ls_cosine_weightedce_b1,cascade,cascade_pair_ad_lc,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b1,efficientnet_b1,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma",,,240,,,,,613,72,315,21,15,91.67%,0.9227,91.43%,0.9213,0.9138,2,0,0,0,13.9393
cascade_pair_ad_lc_v2.4_pretrained_ce_ls_cosine_weightedce_b2,cascade,cascade_pair_ad_lc,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b2,efficientnet_b2,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma",,,256,,,,,613,72,315,14,5,93.06%,0.9350,81.90%,0.8314,0.8129,12,9,1,8,12.9586
cascade_pair_ad_lc_v2.4_pretrained_ce_ls_cosine_weightedce_b3,cascade,cascade_pair_ad_lc,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b3,efficientnet_b3,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma",,,288,,,,,613,72,315,18,11,90.28%,0.9116,93.65%,0.9356,0.9362,4,0,0,0,14.3749
cascade_pair_ad_lc_v2.4_pretrained_ce_ls_cosine_weightedce_b4,cascade,cascade_pair_ad_lc,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b4,efficientnet_b4,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma",,,320,,,,,613,72,315,4,5,87.50%,0.8845,86.35%,0.8766,0.8627,12,3,3,0,20.1859
cascade_pair_ad_sq_v2.4_pretrained_ce_ls_cosine_weightedce,cascade,cascade_pair_ad_sq,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b0,efficientnet_b0,,,,,,,None,,"adenocarcinoma,squamous.cell.carcinoma",,,224,,,,,613,72,315,17,10,87.50%,0.8809,73.33%,0.7547,0.7476,4,2,1,1,8.487
cascade_pair_ad_sq_v2.4_pretrained_ce_ls_cosine_weightedce_b1,cascade,cascade_pair_ad_sq,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b1,efficientnet_b1,,,,,,,none,,"adenocarcinoma,squamous.cell.carcinoma",,,240,,,,,613,72,315,21,11,91.67%,0.9227,91.75%,0.9236,0.9169,8,3,2,1,11.1627
cascade_pair_ad_sq_v2.4_pretrained_ce_ls_cosine_weightedce_b2,cascade,cascade_pair_ad_sq,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b2,efficientnet_b2,,,,,,,none,,"adenocarcinoma,squamous.cell.carcinoma",,,256,,,,,613,72,315,14,5,93.06%,0.9350,85.08%,0.8614,0.8475,11,6,4,1,12.9559
cascade_pair_ad_sq_v2.4_pretrained_ce_ls_cosine_weightedce_b3,cascade,cascade_pair_ad_sq,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b3,efficientnet_b3,,,,,,,none,,"adenocarcinoma,squamous.cell.carcinoma",,,288,,,,,613,72,315,18,17,90.28%,0.9116,93.97%,0.9380,0.9394,4,1,1,0,14.2078
cascade_pair_ad_sq_v2.4_pretrained_ce_ls_cosine_weightedce_b4,cascade,cascade_pair_ad_sq,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b4,efficientnet_b4,,,,,,,none,,"adenocarcinoma,squamous.cell.carcinoma",,,320,,,,,613,72,315,4,6,86.11%,0.8736,86.67%,0.8770,0.8666,15,8,6,2,19.8674
cascade_pair_lc_sq_v2.4_pretrained_ce_ls_cosine_weightedce,cascade,cascade_pair_lc_sq,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b0,efficientnet_b0,,,,,,,None,,"large.cell.carcinoma,squamous.cell.carcinoma",,,224,,,,,613,72,315,17,12,87.50%,0.8809,73.97%,0.7577,0.7476,22,12,4,2,8.5977
